,Unnamed: 0,band_name,album,song_name,song_lower,x,y,sentiment
115,61,Death Cab for Cutie,Something About Airplanes,Fake Frowns,fake frowns,-0.07033911071126678,-0.04142144727876543,-0.9793
116,24,Death Cab for Cutie,Something About Airplanes,Bend to Squares,bend to squares,-0.0652066134355272,-0.05181545958601657,-0.9377
117,202,Death Cab for Cutie,Something About Airplanes,The Face That Launched 1000 Shits,the face that launched 1000 shits,-0.015524173096811564,-0.05457685379498709,-0.9674
118,258,Death Cab for Cutie,Something About Airplanes,Your Bruise,your bruise,-0.03330208062352632,-0.052201036024572545,0.6587
119,166,Death Cab for Cutie,Something About Airplanes,Sleep Spent,sleep spent,-0.07659387246511984,-0.01854005514343115,-0.0425
120,131,Death Cab for Cutie,Spotify Singles,My Backwards Walk,my backwards walk,0.0245216078600695,0.01122407337893481,0.9912
121,55,Death Cab for Cutie,Stubbs the Zombie: The Soundtrack,Earth Angel,earth angel,0.24611507987627804,-0.07713168427369303,0.9944
122,123,Death Cab for Cutie,Sweetheart: Our Favorite Artists Sing Their Favorite Love Songs (2009),Love Song,love song,0.4575395326044105,-0.1061940443137809,0.9939
123,257,Death Cab for Cutie,Thank You for Today,You Moved Away,you moved away,-0.07523555728912229,-0.07525861162952646,-0.5574
124,21,Death Cab for Cutie,Thank You for Today,Autumn Love,autumn love,-0.03497295245049242,-0.144425365088364,0.9305
125,192,Death Cab for Cutie,Thank You for Today,Summer Years,summer years,-0.023578491653931197,-0.03910056865858521,0.8689
126,5,Death Cab for Cutie,Thank You for Today,60 & Punk,60 & punk,-0.05200003674468569,-0.055563242620680166,0.9949
127,73,Death Cab for Cutie,Thank You for Today,Gold Rush,gold rush,-0.0657343121955665,-0.038144837552868974,0.9734
128,133,Death Cab for Cutie,Thank You for Today,Near/Far,near/far,-0.03253859297263169,-0.06546221437720817,-0.5008
129,137,Death Cab for Cutie,Thank You for Today,Northern Lights,northern lights,-0.05738490731978116,-0.0411087751945691,0.1779
130,88,Death Cab for Cutie,Thank You for Today,I Dreamt We Spoke Again,i dreamt we spoke again,-0.05293204563233359,-0.06760223360455929,0.3506
131,260,Death Cab for Cutie,Thank You for Today,Your Hurricane,your hurricane,-0.00985108664145209,-0.06711338022600659,-0.8065
132,248,Death Cab for Cutie,Thank You for Today,When We Drive,when we drive,-0.05482653190306089,0.12051410152967158,0.9705
133,125,Death Cab for Cutie,The Blue EP,Man in Blue,man in blue,0.12407758063849221,0.2586558846296345,0.9179
134,111,Death Cab for Cutie,The Blue EP,Kids in ’99,kids in ’99,-0.05271429293113724,-0.0846865362322943,-0.1027
135,223,Death Cab for Cutie,The Blue EP,To the Ground,to the ground,-0.0724686575872574,-0.053692532730618636,-0.0516
136,23,Death Cab for Cutie,The Blue EP,Before the Bombs,before the bombs,0.4786258771333769,-0.0940745801673368,-0.9946
137,31,Death Cab for Cutie,The Blue EP,Blue Bloods,blue bloods,-0.0493114396138006,-0.05623673405098223,0.9771
138,128,Death Cab for Cutie,The Georgia EP,Metal Heart,metal heart,-0.007073535566968818,0.0021056438624748102,-0.9738
139,112,Death Cab for Cutie,The Georgia EP,"King of Carrot Flowers, Pt. 1","king of carrot flowers, pt. 1",0.0341261742986297,-0.06807182410528999,-0.2732
140,235,Death Cab for Cutie,The Georgia EP,Waterfalls,waterfalls,-0.017153785381690212,0.2000472736824149,0.9852
141,62,Death Cab for Cutie,The Georgia EP,Fall On Me,fall on me,0.012075099730417111,0.002579497408198308,0.6072
142,63,Death Cab for Cutie,The Georgia EP,Flirted With You All My Life,flirted with you all my life,-0.07921416807723937,-0.09263950529033027,-0.996
143,54,Death Cab for Cutie,The Late Great Daniel Johnston: Discovered Covered,Dream Scream,dream scream,0.1355437735891463,0.05687147452822326,0.9535
144,102,Death Cab for Cutie,The Open Door EP,I Was Once a Loyal Lover,i was once a loyal lover,-0.026822274092031875,0.0821561526522037,0.941
145,119,Death Cab for Cutie,The Open Door EP,Little Bribes,little bribes,-0.08030304566689936,-0.04061777530829112,0.6486
146,132,Death Cab for Cutie,The Open Door EP,My Mirror Speaks,my mirror speaks,0.010326927514741683,-0.06369323565882508,-0.9119
147,6,Death Cab for Cutie,The Open Door EP,A Diamond and a Tether,a diamond and a tether,0.08984571556251647,0.12321823918683257,0.8318
148,237,Death Cab for Cutie,The Photo Album (Deluxe Edition),We Laugh Indoors,we laugh indoors,-0.06399912094387743,-0.02735622005902369,-0.998
149,177,Death Cab for Cutie,The Photo Album (Deluxe Edition),Stability,stability,-0.10051099766329771,-0.11937861782018769,0.574
150,0,Death Cab for Cutie,The Photo Album (Deluxe Edition),20th Century Towers,20th century towers,-0.0557945173276561,0.001467736133853611,-0.8658
151,189,Death Cab for Cutie,The Photo Album (Deluxe Edition),Styrofoam Plates,styrofoam plates,-0.03422323483382819,-0.04993946401850333,-0.971
152,98,Death Cab for Cutie,The Photo Album (Deluxe Edition),I Was a Kaleidoscope,i was a kaleidoscope,-0.06294358730709733,-0.002255793172236298,0.1779
153,11,Death Cab for Cutie,The Photo Album (Deluxe Edition),A Movie Script Ending,a movie script ending,-0.06328185357770374,-0.05018664351144377,0.9455
154,10,Death Cab for Cutie,The Photo Album (Deluxe Edition),All Is Full of Love,all is full of love,0.715707317214759,-0.12452218868154476,0.9942
155,79,Death Cab for Cutie,The Photo Album (Deluxe Edition),Gridlock Caravans,gridlock caravans,-0.06051509864853952,-0.07500667720758214,0.6495
156,48,Death Cab for Cutie,The Photo Album (Deluxe Edition),Debate Exposes Doubt,debate exposes doubt,0.002528136634292163,-0.06285125306394047,-0.0258
157,94,Death Cab for Cutie,The Photo Album (Deluxe Edition),Information Travels Faster,information travels faster,-0.059776832155822066,-0.060749499122080525,-0.9292
158,27,Death Cab for Cutie,The Photo Album (Deluxe Edition),Blacking Out the Friction,blacking out the friction,-0.06284170485471277,0.09633414584318656,-0.0772
159,186,Death Cab for Cutie,The Photo Album (Deluxe Edition),Steadier Footing,steadier footing,-0.03294077902912493,0.06281274180815741,0.4497
160,42,Death Cab for Cutie,The Photo Album (Deluxe Edition),Coney Island,coney island,-0.06196921147190792,-0.0478054797865846,-0.865
161,127,Death Cab for Cutie,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Meet Me on the Equinox,meet me on the equinox,0.013509201242775269,-0.06193484444236562,0.9757
162,338,Benjamin Gibbard,Tiny Changes: A Celebration of Frightened Rabbit’s ‘The Midnight Organ Fight’,Keep Yourself Warm,keep yourself warm,0.2992898730776067,0.03808196212421715,0.9969
163,242,Death Cab for Cutie,Transatlanticism (2013 Reissue),We Looked Like Giants,we looked like giants,-0.03355400659186543,0.007231363695064995,-0.5587
164,8,Death Cab for Cutie,Transatlanticism (2013 Reissue),A Lack of Color,a lack of color,-0.014370117131143553,-0.005520465078835779,-0.2394
165,113,Death Cab for Cutie,Transatlanticism (2013 Reissue),Lightness,lightness,-0.03765120733532112,0.06537937297724074,0.0325
166,217,Death Cab for Cutie,Transatlanticism (2013 Reissue),Title and Registration,title and registration,0.05295885869265604,-0.09525846693916476,-0.9666
167,142,Death Cab for Cutie,Transatlanticism (2013 Reissue),Passenger Seat,passenger seat,-0.042355870467430105,-0.04097834703046906,0.3018
168,224,Death Cab for Cutie,Transatlanticism (2013 Reissue),Transatlanticism,transatlanticism,-0.0444317912161128,-0.004020560222454336,0.4172
169,46,Death Cab for Cutie,Transatlanticism (2013 Reissue),Death of an Interior Decorator,death of an interior decorator,0.12520345794860027,-0.03846341538978934,0.8416
170,211,Death Cab for Cutie,Transatlanticism (2013 Reissue),The Sound of Settling,the sound of settling,-0.048121565151915395,-0.04450537447162154,0.8834
171,59,Death Cab for Cutie,Transatlanticism (2013 Reissue),Expo ’86,expo ’86,-0.07698567415790619,0.01065111530959869,-0.3716
172,207,Death Cab for Cutie,Transatlanticism (2013 Reissue),The New Year,the new year,-0.03896195892110906,-0.039948314965184556,0.5859
173,215,Death Cab for Cutie,Transatlanticism (2013 Reissue),Tiny Vessels,tiny vessels,0.014647615520341781,0.11557446959108916,0.9941
174,230,Death Cab for Cutie,Underwater! / The Army Corps of Architects,Underwater!,underwater!,-0.049162094450589125,-0.05520785443476047,-0.5346
175,308,Benjamin Gibbard,Universal Love - Wedding Songs Reimagined,And I Love Him,and i love him,0.6419498469669098,-0.04557505886502757,0.997
176,120,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Little Fury Bugs,little fury bugs,-0.0005182886031684352,-0.05368365082822108,0.9184
177,221,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Title Track,title track,-0.11100556690396225,-0.12034694538359396,0.9313
178,135,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,No Joy in Mudville,no joy in mudville,-0.06607074958690352,-0.05324254271535303,-0.2846
179,67,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,For What Reason,for what reason,-0.041461055471351795,-0.05097672541078221,0.8176
180,124,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,"Lowell, MA","lowell, ma",-0.05825209079746513,0.118111337613834,-0.2201
181,146,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Photobooth,photobooth,-0.04001356284174672,-0.055670964598528085,0.9599
182,165,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Scientist Studies,scientist studies,-0.059707698063629015,0.02038423290822831,0.4394
183,40,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Company Calls Epilogue,company calls epilogue,-0.06070157115959802,-0.04244252032302727,-0.8321
184,39,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Company Calls,company calls,-0.0672906343566699,-0.052378097991957195,-0.9972
185,199,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Technicolor Girls,technicolor girls,-0.03942210039339997,0.031892684145451225,0.2617
186,171,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Song for Kelly Huckaby,song for kelly huckaby,-0.08477219746915264,-0.07413037509764067,0.872
187,2,Death Cab for Cutie,We Have the Facts and We’re Voting Yes,405,405,-0.06382222606649825,-0.06401487297393577,0.0243
188,65,Death Cab for Cutie,"Yes, I’m a Witch Too",Forgive Me My Love,forgive me my love,0.3457450611734766,0.022902434012452667,0.9765
189,134,Death Cab for Cutie,You Can Play These Songs with Chords,New Candles,new candles,-0.0304398357115732,0.10806106662778181,0.1456
190,227,Death Cab for Cutie,You Can Play These Songs with Chords,Two Cars,two cars,-0.07790308857725341,-0.018736890138569006,0.7964
191,150,Death Cab for Cutie,You Can Play These Songs with Chords,Pictures in an Exhibition,pictures in an exhibition,-0.03139110649790001,-0.014987486517090478,0.8961
192,213,Death Cab for Cutie,You Can Play These Songs with Chords,This Charming Man,this charming man,-0.04363679187134868,0.0193914202015174,0.9923
193,155,Death Cab for Cutie,You Can Play These Songs with Chords,President of What?,president of what?,-0.04976570876153182,0.007832748111095893,0.9595
194,222,Death Cab for Cutie,You Can Play These Songs with Chords,Tomorrow,tomorrow,-0.07238865888202078,-0.032361108977572536,-0.8654
195,35,Death Cab for Cutie,You Can Play These Songs with Chords,Champagne from a Paper Cup,champagne from a paper cup,-0.05389217064970847,-0.029185938527229498,-0.7506
196,226,Death Cab for Cutie,You Can Play These Songs with Chords,TV Trays,tv trays,-0.03334143141632912,-0.05396994439611248,-0.7928
197,64,Death Cab for Cutie,You Can Play These Songs with Chords,Flustered/Hey Tomcat!,flustered/hey tomcat!,-0.036506279089084735,0.005151094010052094,0.6131
198,18,Death Cab for Cutie,You Can Play These Songs with Chords,Army Corps of Architects,army corps of architects,-0.08658427771695323,-0.0742535736031521,0.1901
199,14,Death Cab for Cutie,You Can Play These Songs with Chords,Amputations,amputations,-0.028119082840767667,0.072510445070786,0.128
200,200,Death Cab for Cutie,You Can Play These Songs with Chords,That’s Incentive,that’s incentive,0.08194995297844127,-0.07696602770337607,-0.7658
201,233,Death Cab for Cutie,You Can Play These Songs with Chords,Wait,wait,-0.058915317409584,0.15288365074957902,0.0595
202,118,Death Cab for Cutie,You Can Play These Songs with Chords,Line of Best Fit,line of best fit,-0.07935218988004245,0.03213530623235635,0.9916
203,182,Death Cab for Cutie,You Can Play These Songs with Chords,State Street Residental,state street residental,-0.08667986858865934,-0.06379071629916985,0.6401
204,158,Death Cab for Cutie,You Can Play These Songs with Chords,Prove My Hypothesis,prove my hypothesis,-0.12188020253987235,-0.07071434012094599,-0.7579
205,17,Death Cab for Cutie,iTunes Originals – Death Cab for Cutie,An Early Heartbreak Song,an early heartbreak song,0.052737411326038874,0.11298186898738487,0.9908
206,103,Death Cab for Cutie,iTunes Originals – Death Cab for Cutie,I Will Follow You into the Dark,i will follow you into the dark,0.06149243037987461,-0.05222567077854819,-0.9094
207,201,Death Cab for Cutie,iTunes Originals – Death Cab for Cutie,The Employment Pages,the employment pages,-0.07055377080958329,-0.05731160828643418,-0.356
208,82,Death Cab for Cutie,iTunes Originals – Death Cab for Cutie,Hindsight,hindsight,-0.06364776393325158,-0.06169673140226946,-0.9169
209,66,Death Cab for Cutie,,Fortunate Son (feat. Sean Nelson),fortunate son (feat. sean nelson),-0.04557193013784769,-0.04791613536789355,-0.9827
210,129,Death Cab for Cutie,,Million Dollar Loan,million dollar loan,-0.04668140930275768,-0.04759703518891489,0.6249
211,162,Death Cab for Cutie,,Rockin’ Chair,rockin’ chair,-0.03712743164251619,0.04676297509041457,0.9931
212,176,Death Cab for Cutie,,Spring Break Broke,spring break broke,-0.04904416585425441,-0.04442692374645325,-0.629
213,236,Death Cab for Cutie,,We Have The Facts And We’re Voting Yes,we have the facts and we’re voting yes,-0.11523594853595563,-0.12389685458626415,0.9313
214,252,Death Cab for Cutie,,World Shut Your Mouth,world shut your mouth,-0.031188689117361078,-0.07339222930782414,0.4939
215,294,The Postal Service,,(This Is) The Dream of Evan and Chan,(this is) the dream of evan and chan,-0.06220758423565289,-0.03048895080485065,-0.0917
216,307,Benjamin Gibbard,,A Lovely Affair,a lovely affair,-0.06963105235659503,0.06774165035378432,0.9773
217,331,Benjamin Gibbard,,Ichiro’s Theme,ichiro’s theme,-0.025594092914528424,0.09904562934760174,0.9459
218,334,Benjamin Gibbard,,Indian Summer,indian summer,-0.0631750499873859,-0.06150832827292792,0.8055
219,337,Benjamin Gibbard,,Joga,joga,-0.055400034602677464,0.020669814810971514,0.1531
220,340,Benjamin Gibbard,,Life in Quarantine,life in quarantine,-0.06175604929879509,-0.017012148536692834,-0.9401
221,358,Benjamin Gibbard,,St. Swithin’s Day,st. swithin’s day,0.13971299399608067,-0.04922722279813223,0.9832
222,361,Benjamin Gibbard,,The Saddest Story Ever Told,the saddest story ever told,0.033613480022940505,-0.07339886751618141,-0.8625
223,366,Benjamin Gibbard,,When the Sun Goes Down,when the sun goes down,-0.06055512890911484,-0.009654039881495786,0.8011
224,367,Benjamin Gibbard,,Where Our Destination Lies,where our destination lies,-0.013545051617833963,0.309006255878484,0.9602
